"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension"
"1322",573064,"Vidal Nuno","1452","91.05","0.275","0.219","0.301","0.493","0.349","0.317","0.243","83","302","86.6","14.3","2149","86.1","85.05","147","636","674","-1.0","5.81"
"72",502748,"Brad Peacock","85","84.71","0.333","0.167","0.333","0.500","0.380","0.303","0.255","4","12","82.5","15.8","2148","85.3","84.77","2","21","50","-0.5","6.08"
"3307",456034,"David Price","3389","97.58","0.227","0.120","0.288","0.346","0.269","0.278","0.229","182","803","86.1","12.7","2147","90.8","89.86","431","1676","1609","-0.9","5.94"
"566",605304,"Erik Johnson","637","88.85","0.217","0.255","0.200","0.472","0.337","0.382","0.266","23","106","89.6","24.9","2147","90.0","89.14","54","252","310","-0.9","6.03"
"33",605288,"Adrian Houser","35","94.29","0.200","0.000","0.200","0.200","0.329","0.361","0.226","1","5","91.6","-10.6","2145","93.2","92.66","2","15","18","-0.5","6.05"
"82",518397,"Scott Alexander","86","95.35","0.250","0.000","0.294","0.250","0.304","0.326","0.253","5","20","90.4","-9.8","2144","91.0","89.07","7","38","43","-1.9","5.33"
"2702",543408,"Tom Koehler","2976","90.79","0.252","0.148","0.280","0.400","0.323","0.324","0.248","162","643","87.4","10.8","2143","88.3","86.29","214","1191","1479","-2.0","5.27"
"59",543542,"Alex Meyer","65","90.77","0.364","0.545","0.333","0.909","0.527","0.378","0.215","4","11","83.3","15.3","2143","94.4","95.69","3","23","36","1.3","7.13"
"1960",628333,"Odrisamer Despaigne","2089","93.82","0.289","0.179","0.306","0.468","0.345","0.331","0.279","136","470","85.1","6.8","2142","86.9","86.49","128","875","1061","-0.4","6.06"
"2782",429717,"Dan Haren","2909","95.63","0.247","0.201","0.261","0.448","0.313","0.312","0.251","169","685","87.0","19.0","2142","83.9","82.27","194","1255","1499","-1.6","5.34"
"5",489138,"Tyler Moore","5","100.00","0.000","0.000","0.000","0.000","0.233","0.508","0.434","0","2","77.4","-16.6","2141","83.3","81.66","0","2","2","-1.6","5.40"
"157",594857,"Keith Hessler","211","74.41","0.289","0.289","0.308","0.579","0.398","0.392","0.273","11","38","85.9","24.3","2141","91.4","91.00","17","74","81","-0.4","6.05"
"2448",570649,"Yordano Ventura","2651","92.34","0.247","0.130","0.308","0.377","0.308","0.311","0.240","143","578","88.1","7.3","2141","92.5","90.73","270","1110","1327","-1.8","5.41"
"759",543881,"Pedro Villarreal","789","96.20","0.289","0.147","0.310","0.437","0.329","0.307","0.265","55","190","87.7","13.0","2141","90.2","89.61","67","390","352","-0.6","6.01"
"257",545064,"Jairo Diaz","277","92.78","0.221","0.103","0.255","0.324","0.274","0.268","0.218","15","68","89.2","6.0","2141","95.1","93.96","28","128","129","-1.1","5.77"
"531",518813,"Greg Holland","718","73.96","0.259","0.095","0.333","0.353","0.328","0.304","0.231","30","116","86.3","9.0","2138","90.4","89.36","71","236","291","-1.0","5.82"
"194",543391,"Casey Kelly","201","96.52","0.353","0.118","0.395","0.471","0.385","0.398","0.332","18","51","87.6","2.1","2138","88.9","87.66","14","87","106","-1.2","5.60"
"2805",543037,"Gerrit Cole","3239","86.60","0.238","0.088","0.305","0.326","0.270","0.294","0.246","157","660","86.7","10.0","2137","93.8","93.38","285","1340","1441","-0.4","6.23"
"947",467008,"Pedro Strop","1058","89.51","0.173","0.112","0.225","0.285","0.256","0.269","0.196","37","214","86.4","7.5","2137","89.9","88.46","162","443","476","-1.4","5.59"
"2669",471911,"Carlos Carrasco","2778","96.08","0.226","0.137","0.300","0.363","0.279","0.263","0.212","143","634","86.4","6.9","2136","91.9","91.54","390","1367","1279","-0.4","6.07"
"232",594977,"Ken Roberts","235","98.72","0.375","0.107","0.404","0.482","0.378","0.314","0.255","21","56","86.0","6.7","2136","85.4","83.76","17","108","122","-1.6","5.39"
"2813",501957,"Chris Tillman","2944","95.55","0.266","0.157","0.294","0.424","0.329","0.325","0.260","169","635","88.1","13.9","2136","88.1","88.33","237","1283","1508","0.2","6.42"
"908",433589,"Yusmeiro Petit","1114","81.51","0.299","0.226","0.304","0.525","0.363","0.318","0.260","66","221","86.8","18.7","2136","86.1","87.64","62","427","472","1.5","7.17"
"534",519240,"Marc Rzepczynski","576","92.71","0.286","0.111","0.371","0.397","0.336","0.294","0.234","36","126","85.1","-0.7","2136","89.5","88.50","77","238","275","-1.0","5.63"
"631",571561,"Tony Cingrani","666","94.74","0.244","0.176","0.321","0.420","0.350","0.312","0.212","29","119","86.8","11.3","2135","90.7","91.28","86","277","336","0.6","6.81"
"101",518418,"Phillippe Aumont","104","97.12","0.313","0.500","0.273","0.813","0.535","0.474","0.322","5","16","90.8","4.4","2135","89.2","88.89","5","41","60","-0.3","6.53"
"66",594835,"Marco Gonzales","66","100.00","0.500","0.286","0.462","0.786","0.528","0.547","0.486","7","14","93.6","11.2","2135","86.3","85.89","2","30","35","-0.4","5.95"
"965",425840,"Neal Cotts","1072","90.02","0.235","0.192","0.260","0.427","0.321","0.325","0.240","50","213","86.0","17.4","2135","88.5","88.17","105","444","502","-0.3","6.14"
"185",592091,"A.J. Achter","228","81.14","0.244","0.289","0.250","0.533","0.370","0.417","0.287","11","45","87.0","19.1","2135","87.7","88.28","24","99","84","0.6","6.47"
"338",455119,"Chris Martin","391","86.45","0.282","0.077","0.328","0.359","0.316","0.346","0.278","22","78","88.4","3.4","2134","91.9","91.95","21","147","187","0.1","6.48"
"38",434678,"Kyle Davies","38","100.00","0.300","0.000","0.375","0.300","0.270","0.171","0.179","3","10","84.4","-3.4","2134","88.4","88.45","0","15","23","0.1","6.70"
"552",571927,"Steven Matz","576","95.83","0.246","0.097","0.299","0.343","0.287","0.255","0.215","33","134","85.9","7.3","2134","90.3","90.14","55","259","290","-0.2","6.53"
"896",605309,"Keone Kela","1033","86.74","0.235","0.100","0.309","0.335","0.280","0.263","0.216","47","200","87.7","11.2","2134","92.2","92.18","127","454","440","0.0","6.33"
"318",571479,"Andrew Bellatti","346","91.91","0.194","0.194","0.182","0.389","0.295","0.375","0.251","14","72","88.6","14.7","2133","89.9","88.37","38","142","173","-1.5","5.59"
"2944",456501,"Johnny Cueto","3271","90.00","0.241","0.141","0.284","0.383","0.293","0.302","0.248","176","729","85.2","13.1","2133","89.7","88.58","325","1476","1436","-1.1","5.67"
"3123",451596,"Yovani Gallardo","3226","96.81","0.267","0.132","0.301","0.399","0.322","0.324","0.273","188","704","86.8","10.1","2133","88.3","87.66","223","1318","1799","-0.6","5.82"
"1628",605538,"Matt Wisler","1773","91.82","0.282","0.200","0.298","0.482","0.354","0.371","0.287","110","390","88.6","16.7","2132","90.1","89.02","145","786","819","-1.1","5.75"
"596",425626,"Chris Capuano","745","80.00","0.331","0.208","0.402","0.538","0.410","0.343","0.260","43","130","85.3","7.5","2131","84.0","83.08","78","268","320","-0.9","6.04"
"2919",489119,"Wade Miley","3196","91.33","0.263","0.149","0.301","0.412","0.323","0.315","0.256","182","692","86.1","8.0","2131","88.0","87.61","256","1251","1654","-0.4","6.20"
"208",425856,"Gavin Floyd","218","95.41","0.208","0.042","0.244","0.250","0.249","0.302","0.243","10","48","86.8","5.1","2130","89.8","91.05","20","99","108","1.2","6.87"
"2013",461833,"Phil Hughes","2256","89.23","0.290","0.194","0.307","0.483","0.337","0.353","0.300","166","573","88.3","15.1","2128","88.1","87.45","136","1053","952","-0.6","5.91"
"2606",543294,"Kyle Hendricks","2793","93.30","0.240","0.126","0.297","0.366","0.290","0.288","0.244","154","642","86.0","7.4","2128","86.4","85.18","235","1139","1440","-1.2","5.55"
"471",430911,"David Aardsma","492","95.73","0.229","0.229","0.271","0.459","0.336","0.340","0.237","25","109","88.5","18.8","2128","89.0","87.66","76","239","219","-1.3","5.62"
"143",605396,"Colton Murray","149","95.97","0.281","0.219","0.333","0.500","0.354","0.294","0.237","9","32","89.5","13.6","2128","89.0","88.69","13","65","78","-0.3","6.42"
"2313",502624,"Chase Anderson","2462","93.95","0.267","0.160","0.300","0.427","0.323","0.309","0.253","147","550","86.1","13.1","2127","87.5","86.31","210","1084","1202","-1.2","5.58"
"192",592398,"Taylor Hill","198","96.97","0.311","0.222","0.343","0.533","0.394","0.377","0.326","14","45","86.0","6.0","2127","89.3","88.94","19","84","107","-0.4","6.24"
"310",519169,"Rob Rasmussen","331","93.66","0.382","0.162","0.471","0.544","0.430","0.374","0.306","26","68","89.6","19.2","2127","89.9","87.92","33","148","162","-2.0","5.37"
"890",471822,"Jumbo Diaz","1024","86.91","0.234","0.188","0.290","0.421","0.308","0.290","0.217","46","197","85.0","10.0","2127","95.7","96.30","144","443","431","0.6","6.71"
"625",607374,"Nick Tropeano","651","96.01","0.277","0.117","0.353","0.394","0.310","0.302","0.257","38","137","85.1","11.8","2126","87.4","85.36","72","273","349","-2.0","5.36"
"275",519168,"Anthony Ranaudo","293","93.86","0.300","0.183","0.327","0.483","0.363","0.314","0.256","18","60","86.2","18.0","2126","87.6","86.47","17","130","144","-1.1","5.59"
"2995",502327,"Hector Santiago","3166","94.60","0.227","0.189","0.254","0.416","0.315","0.320","0.230","148","651","87.7","21.8","2125","87.8","85.77","287","1331","1633","-2.0","5.35"
"2604",433579,"John Danks","2920","89.18","0.273","0.187","0.299","0.459","0.338","0.310","0.248","171","627","85.8","15.9","2124","85.7","84.65","251","1257","1332","-1.1","5.88"
"672",548337,"Logan Verrett","697","96.41","0.202","0.147","0.220","0.350","0.270","0.303","0.223","33","163","85.5","10.3","2124","87.5","86.90","80","331","323","-0.6","6.11"
"527",445612,"Dale Thayer","618","85.28","0.262","0.151","0.296","0.413","0.326","0.318","0.251","33","126","87.3","18.3","2124","90.1","90.09","45","263","250","0.0","6.28"
"708",571901,"Aaron Loup","723","97.93","0.271","0.176","0.339","0.447","0.327","0.282","0.239","46","170","84.4","4.6","2124","89.8","88.64","74","318","385","-1.2","6.09"
"2640",407793,"John Lackey","3128","84.40","0.249","0.115","0.284","0.364","0.289","0.302","0.251","174","698","86.0","11.6","2123","89.6","89.62","226","1299","1300","0.0","6.26"
"2487",112526,"Bartolo Colon","2708","91.84","0.276","0.148","0.305","0.424","0.309","0.307","0.263","199","722","86.8","11.0","2123","87.7","85.72","178","1213","1238","-2.0","5.29"
"3208",450172,"Edinson Volquez","3299","97.24","0.251","0.123","0.293","0.374","0.306","0.329","0.263","186","741","86.7","9.9","2122","88.9","88.73","329","1460","1726","-0.2","6.42"
"1134",461325,"Tyler Clippard","1239","91.53","0.190","0.133","0.213","0.323","0.277","0.304","0.207","43","226","86.3","24.1","2122","85.8","84.80","149","564","552","-1.0","5.82"
"474",608641,"Tim Cooney","481","98.54","0.239","0.133","0.305","0.372","0.296","0.351","0.274","27","113","88.1","15.0","2122","84.5","83.75","42","195","263","-0.8","5.84"
"295",554431,"Tyler Matzek","399","73.93","0.224","0.138","0.250","0.362","0.366","0.362","0.224","13","58","87.0","10.1","2121","88.6","87.54","17","87","203","-1.1","5.81"
"56",489334,"Craig Stammen","65","86.15","0.154","0.077","0.182","0.231","0.222","0.252","0.202","2","13","83.3","11.9","2120","87.8","87.70","7","29","27","-0.1","6.57"
"268",502010,"Jake Brigham","308","87.01","0.394","0.167","0.446","0.561","0.442","0.366","0.319","26","66","84.6","9.7","2120","89.6","88.76","18","127","136","-0.8","5.90"
"495",518875,"Shawn Kelley","809","61.19","0.250","0.074","0.302","0.324","0.278","0.287","0.240","27","108","87.7","14.0","2118","88.7","88.90","61","229","254","0.2","6.39"
"44",543803,"Giovanni Soto","44","100.00","0.231","0.000","0.231","0.231","0.208","0.286","0.251","3","13","92.6","6.4","2118","85.3","84.85","3","23","21","-0.4","6.23"
"204",435045,"Sergio Santos","252","80.95","0.288","0.269","0.316","0.558","0.386","0.352","0.280","15","52","90.0","12.2","2117","90.1","90.39","27","97","103","0.3","6.53"
"51",474668,"Eric Surkamp","51","100.00","0.308","0.462","0.286","0.769","0.494","0.405","0.308","4","13","84.5","4.7","2116","85.0","85.25","9","22","27","0.2","6.64"
"93",489002,"Steve Johnson","113","82.30","0.350","0.300","0.375","0.650","0.469","0.387","0.273","7","20","96.6","20.8","2116","86.5","86.97","10","39","54","0.5","6.52"
"1998",452718,"Kyle Kendrick","2222","89.92","0.288","0.259","0.284","0.547","0.380","0.354","0.277","150","521","87.7","13.8","2115","86.8","85.30","133","926","1052","-1.5","5.44"
"864",425492,"Ryan Madson","899","96.11","0.204","0.104","0.252","0.308","0.248","0.257","0.205","45","221","86.9","9.5","2115","90.6","90.19","123","427","429","-0.4","6.27"
"446",571893,"Adam Liberatore","483","92.34","0.245","0.160","0.295","0.406","0.309","0.286","0.229","26","106","87.2","11.6","2114","92.0","90.27","53","200","228","-1.7","5.43"
"221",457435,"Phil Coke","238","92.86","0.250","0.182","0.281","0.432","0.326","0.328","0.250","11","44","87.2","8.4","2113","90.2","89.55","25","110","102","-0.7","6.05"
"357",572038,"Branden Pinder","482","74.07","0.304","0.304","0.333","0.608","0.416","0.393","0.302","24","79","89.4","16.8","2112","92.2","91.18","40","167","186","-1.0","5.77"
"458",592869,"Tyler Wilson","520","88.08","0.291","0.126","0.305","0.417","0.328","0.319","0.272","37","127","89.3","8.4","2112","88.3","88.80","25","217","238","0.5","6.48"
"2401",519076,"Jimmy Nelson","2792","86.00","0.254","0.141","0.287","0.395","0.318","0.313","0.243","142","560","85.6","9.0","2112","90.8","90.36","223","1103","1263","-0.4","6.06"
"799",519322,"Drew Storen","858","93.12","0.232","0.103","0.317","0.335","0.288","0.279","0.216","43","185","85.4","14.2","2112","90.0","89.37","107","368","418","-0.6","6.07"
"988",534812,"Kevin Quackenbush","1045","94.55","0.232","0.118","0.286","0.351","0.287","0.310","0.239","49","211","88.0","11.6","2111","87.9","87.04","96","457","519","-0.9","5.80"
"291",465679,"Samuel Deduno","368","79.08","0.300","0.200","0.358","0.500","0.373","0.370","0.299","21","70","88.1","7.8","2111","84.4","83.77","26","128","159","-0.6","5.76"
"2131",523260,"Joe Kelly","2378","89.61","0.267","0.127","0.314","0.395","0.324","0.329","0.268","128","479","87.8","12.1","2111","92.4","92.01","155","878","1240","-0.4","6.12"
"550",456051,"Hector Noesi","610","90.16","0.283","0.252","0.290","0.535","0.386","0.339","0.258","36","127","86.0","17.9","2110","91.2","90.39","64","277","270","-0.8","6.03"
"36",457915,"Javy Guerra","36","100.00","0.333","0.000","0.333","0.333","0.357","0.344","0.303","2","6","79.6","19.2","2110","91.1","89.32","1","16","20","-1.8","5.68"
"348",502304,"David Carpenter","390","89.23","0.262","0.190","0.279","0.452","0.321","0.306","0.261","22","84","87.4","14.6","2108","92.7","92.21","43","177","166","-0.5","6.26"
"236",543607,"Edgar Olmos","239","98.74","0.281","0.123","0.283","0.404","0.346","0.361","0.286","16","57","89.1","11.1","2108","88.8","88.26","8","90","143","-0.5","6.32"
"436",543716,"David Rollins","452","96.46","0.350","0.184","0.418","0.534","0.405","0.347","0.294","36","103","87.1","13.6","2108","89.8","89.31","54","222","210","-0.5","6.32"
"606",453385,"Clayton Richard","615","98.54","0.273","0.140","0.297","0.413","0.311","0.296","0.265","47","172","87.5","2.7","2108","90.1","88.36","41","302","294","-1.7","5.46"
"188",572309,"Kendry Flores","201","93.53","0.333","0.063","0.400","0.396","0.351","0.364","0.299","16","48","89.0","14.5","2107","86.5","85.07","21","95","88","-1.4","5.61"
"1725",543699,"Tanner Roark","1800","95.83","0.276","0.171","0.296","0.447","0.330","0.330","0.270","113","409","84.7","10.4","2106","89.7","88.47","139","803","899","-1.2","5.72"
"823",502154,"Zach Britton","904","91.04","0.231","0.079","0.329","0.310","0.265","0.212","0.172","50","216","88.4","-6.3","2106","95.3","93.68","134","415","404","-1.6","5.26"
"66",444836,"Aaron Laffey","105","62.86","0.313","0.188","0.286","0.500","0.385","0.377","0.314","5","16","78.2","3.6","2104","86.1","84.83","4","26","39","-1.3","5.72"
"527",447755,"Steve Delabar","543","97.05","0.243","0.189","0.299","0.432","0.333","0.298","0.206","27","111","88.0","12.7","2104","91.3","91.16","73","273","250","-0.1","6.54"
"195",475857,"Ryan Cook","211","92.42","0.432","0.318","0.429","0.750","0.531","0.404","0.299","19","44","87.7","12.7","2102","91.8","90.65","16","93","99","-1.1","5.63"
"2288",434628,"Jason Hammel","2751","83.17","0.249","0.190","0.290","0.440","0.313","0.324","0.264","136","546","87.3","15.1","2101","89.3","89.10","248","1091","1161","-0.2","6.28"
"794",446399,"Brett Cecil","823","96.48","0.198","0.109","0.286","0.307","0.251","0.243","0.192","38","192","86.3","7.2","2100","88.6","87.13","124","380","396","-1.5","5.60"
"563",518716,"Dillon Gee","616","91.40","0.331","0.195","0.359","0.526","0.379","0.321","0.283","51","154","83.9","8.1","2100","86.0","84.76","57","276","273","-1.2","5.82"
"870",457768,"Bryan Morris","1006","86.48","0.289","0.096","0.345","0.385","0.332","0.305","0.254","63","218","85.7","1.0","2099","92.4","92.32","106","420","443","-0.1","6.49"
"2768",502042,"Chris Archer","3449","80.26","0.229","0.120","0.290","0.349","0.284","0.302","0.241","134","585","88.8","12.4","2098","93.1","92.30","350","1240","1515","-0.8","5.88"
"96",605317,"Guido Knudson","119","80.67","0.500","0.889","0.556","1.389","0.762","0.631","0.412","9","18","91.8","14.0","2097","90.8","90.24","10","42","50","-0.6","6.13"
"2978",517593,"Danny Salazar","3048","97.70","0.221","0.159","0.271","0.379","0.288","0.297","0.230","150","680","87.8","12.2","2096","92.3","91.25","381","1484","1468","-1.0","5.76"
"1113",571578,"Patrick Corbin","1254","88.76","0.288","0.167","0.348","0.455","0.337","0.328","0.271","86","299","88.5","11.8","2096","89.9","89.82","122","560","546","-0.1","6.42"
"650",430589,"Chad Qualls","733","88.68","0.256","0.171","0.295","0.427","0.311","0.283","0.222","42","164","84.9","0.6","2095","89.9","89.21","75","318","323","-0.7","6.02"
"2837",488768,"Andrew Cashner","3112","91.16","0.273","0.145","0.329","0.418","0.327","0.301","0.240","180","660","85.8","8.4","2095","92.6","91.50","250","1291","1523","-1.1","5.69"
"17",545338,"Nick Franklin","17","100.00","0.500","0.667","0.400","1.167","0.693","0.437","0.312","3","6","96.4","32.3","2095","82.0","80.12","1","7","9","-1.9","5.14"
"538",460701,"James Russell","557","96.59","0.316","0.188","0.355","0.504","0.371","0.312","0.276","42","133","85.9","13.8","2094","86.8","85.54","46","262","266","-1.3","5.62"
"245",598287,"Noe Ramirez","249","98.39","0.235","0.196","0.257","0.431","0.346","0.354","0.235","12","51","88.5","18.7","2094","86.4","85.95","33","107","135","-0.4","6.16"
"649",502239,"Trevor Cahill","679","95.58","0.266","0.120","0.314","0.386","0.318","0.333","0.269","42","158","87.4","2.2","2093","88.7","88.07","66","285","355","-0.6","6.14"
"1990",543548,"Tommy Milone","2067","96.27","0.265","0.165","0.289","0.430","0.317","0.316","0.258","127","479","85.8","13.0","2093","84.6","84.18","173","891","1087","-0.4","6.27"
"229",504083,"Jorge Rondon","292","78.42","0.364","0.218","0.413","0.582","0.438","0.389","0.311","20","55","90.5","13.3","2093","93.5","93.24","21","110","119","-0.3","6.20"
"884",543278,"Blaine Hardy","969","91.23","0.260","0.128","0.327","0.388","0.307","0.290","0.225","57","219","85.6","11.2","2093","83.7","83.49","108","420","452","-0.2","6.31"
"1916",607074,"Carlos Rodon","2441","78.49","0.266","0.127","0.313","0.393","0.334","0.344","0.263","105","394","87.2","8.3","2092","92.0","91.17","171","818","1088","-0.8","6.11"
"2049",476589,"Adam Warren","2160","94.86","0.239","0.114","0.284","0.353","0.293","0.298","0.243","111","464","85.6","10.0","2092","88.9","88.29","194","921","1114","-0.6","6.02"
"992",502026,"Jeremy Jeffress","1066","93.06","0.255","0.107","0.328","0.362","0.302","0.307","0.258","62","243","85.5","2.4","2090","92.5","92.31","127","462","510","-0.2","6.34"
"246",573186,"Marcus Stroman","373","65.95","0.226","0.065","0.241","0.290","0.255","0.301","0.266","14","62","87.2","-1.5","2090","90.2","89.39","17","107","139","-0.8","5.97"
"232",543964,"Tony Zych","274","84.67","0.276","0.121","0.366","0.397","0.318","0.253","0.192","16","58","85.5","12.0","2089","91.8","90.51","28","102","122","-1.3","5.90"
"496",453249,"Jeff Manship","550","90.18","0.159","0.080","0.191","0.239","0.213","0.276","0.224","18","113","86.1","9.5","2088","89.4","88.86","49","228","266","-0.5","5.91"
"2308",541640,"Erasmo Ramirez","2409","95.81","0.231","0.126","0.268","0.357","0.286","0.304","0.249","136","589","86.8","10.1","2088","87.5","87.18","277","1147","1138","-0.3","6.13"
"474",501955,"Joba Chamberlain","537","88.27","0.347","0.242","0.403","0.589","0.413","0.316","0.272","33","95","87.7","14.3","2087","89.3","88.78","48","194","279","-0.5","6.03"
"123",425835,"Chin-hui Tsao","132","93.18","0.455","0.394","0.522","0.848","0.560","0.372","0.298","15","33","88.0","13.3","2087","90.2","88.64","14","64","55","-1.6","5.53"
"980",519293,"Will Smith","1067","91.85","0.225","0.117","0.344","0.343","0.285","0.241","0.172","48","213","85.3","11.6","2087","87.9","86.80","153","444","524","-1.1","5.80"
"658",605541,"Mike Wright","785","83.82","0.284","0.209","0.293","0.493","0.370","0.343","0.264","42","148","89.8","15.9","2086","90.5","90.22","57","314","328","-0.3","6.05"
"92",501870,"Everett Teaford","96","95.83","0.211","0.158","0.267","0.368","0.324","0.292","0.204","4","19","82.6","7.4","2085","86.0","84.80","10","39","50","-1.2","5.72"
"422",453344,"Brandon Morrow","485","87.01","0.273","0.131","0.305","0.404","0.310","0.319","0.285","27","99","87.8","8.4","2085","90.2","90.09","44","202","214","-0.1","6.20"
"273",444446,"Collin Balester","280","97.50","0.279","0.246","0.304","0.525","0.397","0.355","0.244","17","61","89.3","22.7","2085","89.0","88.98","30","119","151","0.0","6.37"
"874",502706,"Derek Holland","909","96.15","0.265","0.227","0.278","0.493","0.351","0.364","0.288","56","211","88.5","11.7","2085","88.9","87.99","67","391","472","-0.9","5.83"
"1351",429722,"Ervin Santana","1678","80.51","0.268","0.149","0.300","0.418","0.330","0.356","0.291","88","328","89.0","14.3","2084","89.9","89.21","113","613","720","-0.7","5.93"
"798",458919,"Ryan Mattheus","940","84.89","0.282","0.096","0.321","0.378","0.307","0.277","0.243","53","188","84.6","7.0","2083","92.2","93.05","71","382","403","0.9","6.91"
"393",504186,"Arnold Leon","426","92.25","0.298","0.160","0.333","0.457","0.348","0.362","0.280","28","94","87.3","11.3","2083","87.1","87.03","40","191","191","-0.1","6.24"
"952",521230,"Liam Hendriks","1034","92.07","0.242","0.087","0.331","0.329","0.266","0.270","0.233","53","219","87.4","11.0","2082","92.7","92.84","119","485","458","0.1","6.63"
"1920",450351,"C.J. Wilson","2117","90.69","0.244","0.124","0.278","0.368","0.307","0.332","0.265","104","427","88.6","12.2","2082","87.8","86.10","163","799","1096","-1.7","5.52"
"2623",518790,"Chris Heston","2792","93.95","0.256","0.142","0.305","0.398","0.325","0.322","0.252","163","636","86.8","6.4","2082","85.1","84.92","242","1092","1491","-0.2","6.26"
"2049",543734,"Chris Rusin","2149","95.35","0.310","0.196","0.337","0.506","0.374","0.341","0.284","163","526","86.3","5.9","2081","86.9","85.31","179","970","1044","-1.6","5.38"
"142",593140,"Michael Feliz","174","81.61","0.296","0.259","0.316","0.556","0.384","0.353","0.275","8","27","87.7","19.4","2080","91.1","91.97","19","79","63","0.9","6.64"
"781",518468,"Michael Blazek","863","90.50","0.204","0.075","0.250","0.280","0.244","0.272","0.225","38","186","85.4","9.9","2080","86.4","85.58","84","325","453","-0.8","5.89"
"1873",593958,"Eduardo Rodriguez","2009","93.23","0.249","0.121","0.290","0.371","0.296","0.313","0.262","111","445","85.9","12.0","2080","92.5","92.47","163","880","984","0.0","6.34"
"452",516414,"Ariel Pena","499","90.58","0.241","0.172","0.313","0.414","0.334","0.347","0.253","21","87","89.4","19.9","2079","89.0","88.22","61","206","238","-0.8","5.99"
"536",519008,"T.J. McFarland","687","78.02","0.301","0.120","0.345","0.421","0.353","0.310","0.255","40","133","87.5","-2.4","2078","89.7","88.29","40","246","264","-1.4","5.53"
"75",605338,"Jacob Lindgren","116","64.66","0.067","0.200","0.000","0.267","0.216","0.290","0.187","1","15","93.4","4.9","2078","87.6","86.64","14","36","39","-1.0","5.99"
"983",434718,"Huston Street","1027","95.72","0.211","0.106","0.253","0.317","0.259","0.264","0.208","46","218","84.5","15.7","2077","85.5","84.00","142","463","500","-1.5","5.64"
"401",621962,"Ian Thomas","407","98.53","0.235","0.129","0.300","0.365","0.303","0.284","0.222","20","85","85.1","13.0","2077","85.5","87.01","48","181","219","1.5","7.34"
"1062",605400,"Aaron Nola","1117","95.08","0.246","0.155","0.282","0.401","0.304","0.301","0.245","70","284","85.9","8.3","2077","86.5","86.09","98","466","577","-0.4","6.25"
"634",571057,"Frank Garces","677","93.65","0.293","0.229","0.302","0.521","0.389","0.386","0.299","41","140","86.2","15.3","2077","85.8","84.97","63","289","339","-0.8","5.97"
"2798",527054,"Julio Teheran","3276","85.41","0.247","0.152","0.278","0.400","0.315","0.338","0.267","154","623","87.8","14.2","2077","87.9","87.66","292","1249","1515","-0.2","6.27"
"152",571521,"Rex Brothers","168","90.48","0.273","0.152","0.310","0.424","0.369","0.376","0.277","9","33","86.7","7.2","2074","91.0","89.22","14","64","88","-1.8","5.52"
"866",472610,"Luis Garcia","1153","75.11","0.279","0.127","0.319","0.406","0.347","0.341","0.272","55","197","88.2","0.6","2073","93.1","93.40","91","379","456","0.3","6.70"
"193",623430,"Ryan Dull","254","75.98","0.167","0.238","0.148","0.405","0.289","0.296","0.180","7","42","86.2","19.0","2073","89.0","87.99","18","76","115","-1.0","5.76"
"864",543726,"Robbie Ross Jr.","1007","85.80","0.263","0.177","0.308","0.439","0.331","0.311","0.244","52","198","83.2","7.8","2073","89.1","87.77","93","407","447","-1.3","5.64"
"878",455009,"Jonathan Broxton","997","88.06","0.279","0.183","0.353","0.462","0.344","0.297","0.227","55","197","85.3","6.7","2068","92.2","92.69","116","447","423","0.5","6.65"
"1664",475243,"Travis Wood","1718","96.86","0.227","0.137","0.295","0.363","0.294","0.307","0.237","83","366","88.0","18.2","2068","87.7","86.06","182","764","872","-1.6","5.39"
"188",519263,"A.J. Schugel","191","98.43","0.378","0.222","0.395","0.600","0.448","0.376","0.294","17","45","88.2","12.1","2068","85.9","84.90","17","89","93","-1.0","5.58"
"175",435044,"Scott Baker","185","94.59","0.250","0.325","0.241","0.575","0.367","0.297","0.229","10","40","89.6","18.0","2067","86.9","86.12","15","90","85","-0.8","5.68"
"408",607359,"Spencer Patton","477","85.53","0.253","0.229","0.321","0.482","0.370","0.362","0.250","21","83","87.2","13.1","2067","90.1","89.79","48","179","224","-0.3","6.07"
"145",516935,"Stolmy Pimentel","165","87.88","0.282","0.077","0.313","0.359","0.298","0.311","0.283","11","39","86.6","10.5","2067","91.1","92.00","20","73","71","0.9","6.68"
"464",592533,"Cody Martin","498","93.17","0.325","0.246","0.369","0.570","0.403","0.377","0.293","37","114","88.4","13.7","2066","86.4","86.06","39","201","259","-0.3","6.23"
"667",424144,"Oliver Perez","732","91.12","0.252","0.116","0.337","0.367","0.311","0.280","0.219","37","147","85.3","15.3","2065","87.2","86.29","80","311","343","-0.9","5.80"
"88",612272,"Raudel Lazo","96","91.67","0.263","0.316","0.267","0.579","0.350","0.290","0.234","5","19","91.0","18.0","2065","85.7","83.00","6","39","48","-2.7","4.82"
"1094",592767,"Drew Smyly","1136","96.30","0.233","0.185","0.288","0.418","0.306","0.318","0.236","58","249","86.0","15.5","2064","85.9","84.18","137","532","560","-1.7","5.23"
